"3120208","KB0PFH - Ernest ","Private Call","No","","","","",""
"3120209","KB0PFH - Ernest ","Private Call","No","","","","",""
"3120210","WB2YOK - Bernard","Private Call","No","","","","",""
"3120211","K0DPW - Daris ","Private Call","No","","","","",""
"3120212","KD0MVB - Robert ","Private Call","No","","","","",""
"3120213","KD0MVB - Robert ","Private Call","No","","","","",""
"3120214","WD0DPB - Steven ","Private Call","No","","","","",""
"3120215","KD0SDS - Cliffor","Private Call","No","","","","",""
"3120216","KE0MXG - Adam ","Private Call","No","","","","",""
"3120217","KE0NBO - Skyler ","Private Call","No","","","","",""
"3120218","KE0HXF - Robert ","Private Call","No","","","","",""
"3120219","KE0HXF - Robert ","Private Call","No","","","","",""
"3120221","KC9GPJ - David ","Private Call","No","","","","",""
"3120222","WA0SLL - Stephen","Private Call","No","","","","",""
"3120223","KD0WNG - Jeffrey","Private Call","No","","","","",""
"3120224","KC0AJL - Andrew ","Private Call","No","","","","",""
"3120225","KC0TKT - Eric ","Private Call","No","","","","",""
"3120226","KE0JNK - William","Private Call","No","","","","",""
"3120227","N0TTN - Brian ","Private Call","No","","","","",""
"3120228","N0OTS - Ralph ","Private Call","No","","","","",""
"3120229","KD0AYI - Raymond","Private Call","No","","","","",""
"3120230","KE0FFA - Dean ","Private Call","No","","","","",""
"3120231","KD0KKD - Jeffers","Private Call","No","","","","",""
"3120232","W0JKH - Jack ","Private Call","No","","","","",""
"3120233","KD0CTK - William","Private Call","No","","","","",""
"3120235","KD0CTK - William","Private Call","No","","","","",""
"3120236","W0PWJ - Joe ","Private Call","No","","","","",""
"3120237","KE0JJW  - Jack ","Private Call","No","","","","",""
"3120238","KC0CIC - James ","Private Call","No","","","","",""
"3120239","KA8MMI - Neil ","Private Call","No","","","","",""
"3120240","KE0NTT - Kevin ","Private Call","No","","","","",""
"3120241","KS0BIG - Daniel ","Private Call","No","","","","",""
"3120242","KA5YFC - Steven ","Private Call","No","","","","",""
"3120243","WJ0X - Jay ","Private Call","No","","","","",""
"3120244","N0APJ - Truman ","Private Call","No","","","","",""
"3120245","KE0JJW - Jack ","Private Call","No","","","","",""
"3120246","KE0JKA - Andrew ","Private Call","No","","","","",""
"3120248","N0OER - Eugene ","Private Call","No","","","","",""
"3120249","N5API - John ","Private Call","No","","","","",""
"3120250","KD0OQL - Jeffrey","Private Call","No","","","","",""
"3120251","KE0JFZ - Douglas","Private Call","No","","","","",""
"3120252","WA0URU - Patrick","Private Call","No","","","","",""
"3120253","W0PRH - Paul ","Private Call","No","","","","",""
"3120254","N7KLR - Karen ","Private Call","No","","","","",""
"3120255","WA4AFJ - Robert ","Private Call","No","","","","",""
"3120256","KE0NZQ - Michael","Private Call","No","","","","",""
"3120257","KE0NZQ - Michael","Private Call","No","","","","",""
"3120258","KD0NLA - Michael","Private Call","No","","","","",""
"3120259","KE0CIS - Michael","Private Call","No","","","","",""
"3120260","K0COY - Michael ","Private Call","No","","","","",""
"3120261","KF0XV - Joseph ","Private Call","No","","","","",""
"3120262","K0WNL - Donald ","Private Call","No","","","","",""
"3120263","KB0SJR - David ","Private Call","No","","","","",""
"3120264","KB0QNK - Brant ","Private Call","No","","","","",""
"3120265","KE0LHK - Jon ","Private Call","No","","","","",""
"3120266","KE0LHK - Jon ","Private Call","No","","","","",""
"3120267","N0VPX - Tim ","Private Call","No","","","","",""
"3120268","KD0YP - Jeff ","Private Call","No","","","","",""
"3120269","N0ETR - Randy ","Private Call","No","","","","",""
"3120270","KS0EGL - Kevin ","Private Call","No","","","","",""
"3120271","W0TLC - Terrell ","Private Call","No","","","","",""
"3120272","WB0KFK - Les ","Private Call","No","","","","",""
"3120273","NX0D - Chris ","Private Call","No","","","","",""
"3120274","NZ0F - Herbert ","Private Call","No","","","","",""
"3120275","KM6FUY - Nichola","Private Call","No","","","","",""
"3120276","KD4HSO - Louis ","Private Call","No","","","","",""
"3120277","N0YRL - John ","Private Call","No","","","","",""
"3120278","W0YW - Curtis ","Private Call","No","","","","",""
"3120279","N0GO - John ","Private Call","No","","","","",""
"3120280","KC0WTT - Donald ","Private Call","No","","","","",""
"3120281","K0KUD - Richard ","Private Call","No","","","","",""
"3120282","N0TEK - Theodore","Private Call","No","","","","",""
"3120283","KC1MIZ - Gary ","Private Call","No","","","","",""
"3120284","KC0HBZ - Matthew","Private Call","No","","","","",""
"3120285","KA0THK - Kenneth","Private Call","No","","","","",""
"3120286","WX4LYF - Nichola","Private Call","No","","","","",""
"3120287","KE0OPR - Hector ","Private Call","No","","","","",""
"3120288","WX4LYF - Nichola","Private Call","No","","","","",""
"3120289","KE0JOG - Darryl ","Private Call","No","","","","",""
"3120290","KD0PCG - Wesley ","Private Call","No","","","","",""
"3120291","N0AB - Henry ","Private Call","No","","","","",""
"3120292","WK0G - Joseph ","Private Call","No","","","","",""
"3120293","W0MNA - Gary ","Private Call","No","","","","",""
"3120294","N0KZD - Zach ","Private Call","No","","","","",""
"3120295","KB0QNK - Brant ","Private Call","No","","","","",""
"3120296","N7JYS - Eric ","Private Call","No","","","","",""
"3120297","KE0IIB - Terrenc","Private Call","No","","","","",""
"3120298","W0SY - Alan ","Private Call","No","","","","",""
"3120299","N0OFH - James ","Private Call","No","","","","",""
"3120300","WX9MOM - Christi","Private Call","No","","","","",""
"3120301","WX5MED - Jesse ","Private Call","No","","","","",""
"3120302","KC4KEV - Kevin ","Private Call","No","","","","",""
"3120303","KB0TVC - Jeff ","Private Call","No","","","","",""
"3120304","KB0SJR - David ","Private Call","No","","","","",""
"3120305","N0DVG - Willard ","Private Call","No","","","","",""
"3120306","N0DVG - Willard ","Private Call","No","","","","",""
"3120307","NW0I - John ","Private Call","No","","","","",""
"3120308","WY0GTR - Leslie ","Private Call","No","","","","",""
"3120309","KC3OL - Ted ","Private Call","No","","","","",""
"3120310","N0KWS - Kendall ","Private Call","No","","","","",""
"3120311","KD0EQY - Dustin ","Private Call","No","","","","",""
"3120312","KD7OSU - Rob ","Private Call","No","","","","",""
"3120313","N0ECQ - Gavin ","Private Call","No","","","","",""
"3120314","KS0MAC - Jeremy ","Private Call","No","","","","",""
"3120315","N0PME - Joseph ","Private Call","No","","","","",""
"3120316","N0XRM - Michael ","Private Call","No","","","","",""
"3120317","KC9XI - Kenneth ","Private Call","No","","","","",""
"3120318","KC0IWS - Nathan ","Private Call","No","","","","",""
"3120319","WB0KSL - John ","Private Call","No","","","","",""
"3120320","KA0EGE - Jeffrey","Private Call","No","","","","",""
"3120321","K0RCJ - Richard ","Private Call","No","","","","",""
"3120322","N7FFT - Gary ","Private Call","No","","","","",""
"3120323","KB8TR - Merlin ","Private Call","No","","","","",""
"3120324","N0WJU - James ","Private Call","No","","","","",""
"3120325","KB0PPQ - Cary ","Private Call","No","","","","",""
"3120326","KS1USA - Fred ","Private Call","No","","","","",""
"3120327","AA0LV - Chester ","Private Call","No","","","","",""
"3120328","KD0PZZ - Wade ","Private Call","No","","","","",""
"3120329","KD8NEL - Harvey ","Private Call","No","","","","",""
"3120330","KE0GEW - Adam ","Private Call","No","","","","",""
"3120331","KS0KEV - Kevin ","Private Call","No","","","","",""
"3120332","KS0LNK - K-Link ","Private Call","No","","","","",""
"3120333","NJ0P - Frederick","Private Call","No","","","","",""
"3120334","N0VIN - Richard ","Private Call","No","","","","",""
"3120335","KS0LNK - K-Link ","Private Call","No","","","","",""
"3120336","KI0NN - David ","Private Call","No","","","","",""
"3120337","KC0CGJ - Dale ","Private Call","No","","","","",""
"3120338","KC0NVK - Curtis ","Private Call","No","","","","",""
"3120339","KA0RID - Marion ","Private Call","No","","","","",""
"3120340","WB0ZPW - Michael","Private Call","No","","","","",""
"3120341","MW1COE - Robert ","Private Call","No","","","","",""
"3120342","KE0DL - David ","Private Call","No","","","","",""
